,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
0,0,0,TarekFatah,2022-09-20 09:41:20+00:00,2869,1524,2,169,,"British Muslim ‘gangsta’ in Leicester rallying other fellow Muslim youth against Hindus amidst “Allah-O-Akbar” slogans. 
https://t.co/4atlTO2uIf",2
1,1,1,RadharamnDas,2022-09-21 01:05:16+00:00,5955,3555,291,213,,"While we all were sleeping, Muslims in Birmingham attacked another Hindu temple, climbed the temple screaming ""Allah Hu Akbar"". They kept whole Hindu neighbourhood hostage. This gathering by Muslims to teach Hindus a lesson was well advertised, but UK Police did nothing to stop. https://t.co/KnoUwnKMUr",2
2,2,2,RadharamnDas,2022-09-19 10:48:10+00:00,2147,1220,74,57,,"In the last couple of days :-
Muslim mob has attacked Hindu Temple's &amp; Hindus in Leicester.
A muslim has attacked the Queen's coffin
A muslim man brutally stabbed two police officers in London screaming Allah hu Akbar.
&amp; UK Police has declared that it has nothing to do with Islam https://t.co/6Mv4wF0Y9C",2
3,3,3,islamicfreedom,2022-09-16 14:03:09+00:00,651,95,5,3,,Allahu Akbar. Allah is the Greatest and Greatness belongs to Him.,2
4,4,4,INSIGHTUK2,2022-09-20 21:11:23+00:00,3857,2207,205,165,,"Masked Islamists descended upon Birmingham screaming ""Allah Hu Akbar"", climbing the wall of a Hindu temple. First #Leicester &amp; now #Birmingham, yet the Islamists play the victim. The @ukhomeoffice seriously needs to get a grip of these violent Islamists. #HindusUnderAttackInUK https://t.co/QUKuPpAFFW",2
5,5,5,Alhamdhulillaah,2022-09-20 00:20:42+00:00,2160,478,8,1,,"The dearest phrases to Allah are four: SubhanAllah, Alhamdulillah, La ilaha illAllah, Allahu Akbar. There is no harm for you in which of them begin with (while remembering Allah).

[Muslim]",2
6,6,6,CharlesYusef21,2022-09-17 21:31:02+00:00,369,57,11,4,,"The Hindus have Nationalism.

The Muslims have Brothers.

All come togetber &amp; protect one another, whether you're Anglo-English, Pakistani, or Somalian. 

We've a brotherhood. Something they've not got.

Allah Akbar!",2
8,8,8,iamsagarvarma,2022-09-21 07:34:16+00:00,185,27,62,7,,"If you shout “Allah hu Akbar” at an airport or in a flight, what do you think will happen? 

Just curious to know your views.
🧐🧐🧐🧐🧐",2
9,9,9,UnSubtleDesi,2022-09-21 05:29:30+00:00,2460,1252,46,22,,"Around 200 masked Islamists circle a Hindu Temple in Birmingham amid chants of ‘Allah-Hu-Akbar’, terrifying visuals emerge

This, while the entire global media cabal is busy defending the Islamists and platforming an ISIS/Al Qaeda supporter.  https://t.co/gC7VbqcW3J",2
10,10,10,VoiceO_fIndia,2022-09-21 07:37:23+00:00,415,234,19,14,,"Islamists gang in Birmingham Shouting ""Allah Hu Akbar"", climbed the wall of a Hindu temple. First #Leicester &amp; now #Birmingham, showing their Peaceful religion. Now its time for England to stop Radical Islamists terrorist converting England into Islamic UK. #HindusUnderAttackInUK https://t.co/gJynFTk1O6",2
11,11,11,OSINTWa_com,2022-09-19 10:06:27+00:00,305,177,7,3,,"First Claim: The narrative of how ‘Racist Hindus’ provoking Muslims, was widely shared on social media by several Islamist handles. 

Fact: Videos circulated on social media were of a mob shouting ‘Allah hu Akbar’.

(2/n)
 https://t.co/FNxbn9iOBy",2
12,12,12,hemirdesai,2022-09-21 03:48:48+00:00,68,55,10,1,,"After #Leicester around 200 Muslim marched towards Durga Bhawan Temple in #Birmingham shouting ""Allah hu Akbar"".

#HindusUnderAttackInUK https://t.co/HVVftDRGCQ",2
14,14,14,OpIndia_com,2022-09-21 04:36:59+00:00,1076,624,59,23,,"Around 200 masked Islamists circle a Hindu Temple in Birmingham amid chants of 'Allah-Hu-Akbar', terrifying visuals emerge https://t.co/aWyWLZzCEb",2
15,15,15,IdrisAhmad_47,2022-09-21 09:40:21+00:00,76,7,19,1,,"Off to Mecca from Medina by Bus for Umrah it will take 5 hours to reach Allah Hu Akbar 
May All makes it easy and accepts it https://t.co/bsQRiZrGGP",2
18,18,18,TheEastWind__,2022-09-21 05:44:42+00:00,53,27,4,1,,"Another Hindu temple attacked by rabid Islamist in Birmingham.
These terrorists climbed the wall &amp; started shouting ""Allah Hu Akbar""

But the media wants to portray these Radical muslims as the victim.

#HinduLivesMatters #HindusUnderAttackInUK #Islamophobia #HindusUnderAttack https://t.co/9K8IKbrhi9",2
19,19,19,arunpudur,2022-09-19 02:11:42+00:00,1245,650,30,16,,"UK: Since Liz Truss was sworn in there has been massive raise in Islamic attacks on Hindus and now attacks on cops too.

In this incident Muslim man shouting ‘Allah-O-Akbar’ stabs two police officers, one of them three times in the neck. It took six officers to arrest him.",2
20,20,20,Sujataganguly13,2022-09-18 14:57:52+00:00,2306,734,82,17,,"What exactly is a ""muslim area""?
When I chant aloud ""Jai Sri Ram"", I am only praising My god,I am not degrading anyone else's god!
So what is the problem, irrespective of the Area?
What are they saying when they say ""Allah ho akbar""?
We hear it 5×365 times a year on loudspeakers!",2
22,22,22,IdrisAOni1,2022-09-16 06:29:42+00:00,64,19,1,0,,The intonation of the Takbīrāt (Allah Akbar) of the Imām in Ṣalāh helps the followers to focus and be reminded in Ṣalāh. It also helps people who could not see the Imām to know the point where he is in Ṣalāh. This is perfectly fine. Tagging it Bid'ah is extreme and unfounded.,2
23,23,23,Pwokeliberal,2022-09-20 13:14:35+00:00,260,80,2,1,,"#LeicesterHindus are so evil, while rioting they keep yelling Allah Hu Akbar but woke journalists are so smart, they still hear it Jai Shree Ram 👏",2
25,25,25,INSIGHTUK2,2022-09-21 16:45:17+00:00,125,86,9,6,,"The following day, Islamist Mohammed Hijab's hate speech in #Leicester incited violence against Hindus. Extremist mob cheer with screams of ""Allah Hu Akbar"". From #London to Leicester, Hijab openly spews hate &amp; violence. Why is he still on our streets?

13/13 https://t.co/SmgOXhcoLX",2
26,26,26,Pwokeliberal,2022-09-21 06:16:06+00:00,259,66,3,1,,"Chanting Jai Shree Ram is provocation. Blaring Allah Ho Akbar 5 times a day on loudspeakers is peace.

#Leicester #Hinduphobia",2
29,29,29,INSIGHTUK2,2022-09-21 16:44:22+00:00,75,40,3,0,,"Extremists started gathering after messages on social media were spread calling for other Muslims to descend upon #Leicester. Extremists repeatedly scream ""Allah Hu Akbar"".

4/13 https://t.co/uwmGlc3u7K",2
33,33,33,sayyamjain6425,2022-09-20 21:28:56+00:00,94,56,15,7,,"Masked Muslim mobs shouting ""Allah-hu-Akbar in Leicester outside hindu center.
https://t.co/TptALwXoP2
#UK #HindusUnderAttack #Leicester #Hinduphobic #IslamicTerrorInUK 
@preeti_swarnkar @NILESH042 @KhaledBeydoun @",2
48,48,48,HinduYouthAlert,2022-09-21 04:14:38+00:00,69,55,7,2,,"Under the watch of ""Secular Media"" &amp; @BrumPolice 

More than 200 Muslims have surrounded Durga Bhawan Hindu Temple, #Birmingham to intimidate Hindus.

Islamist mob can be heard chanting ""allah akbar"".  @RashmiDVS
@Pushpendraamu @KanchanGupta @nhsf_uk
https://t.co/UVPKeI1ku1",2
50,50,50,RituRathaur,2022-09-19 03:08:51+00:00,72,26,3,3,,"Just see how this @ainajkhan doesnt tell you about mohmeddan mobs vandalisng a hindu temple
&amp; She wont show you the clips of muslims shouting allah Akbar chants as they went on a rampage destroying homes &amp; cars of hindus
Nothing but agenda based reporting 
https://t.co/g8jXAPXGtv https://t.co/w3WnJodGtW",2
52,52,52,s_jahnvi,2022-09-21 05:51:30+00:00,55,25,5,0,,"Masked Islamists descended upon Birmingham screaming Allah Hu Akbar , climbing the wall of a Hindu temple. First #Leicester &amp; now #Birmingham, yet the Islamists play the victim. @ukhomeoffice seriously needs to get a grip of these violent Islamists. #HindusUnderAttackInUK IsIS https://t.co/RQ6IomRvax",2
55,55,55,Sudarshan_Mlth,2022-09-18 10:44:41+00:00,60,4,11,0,,@NiqabiThe @5Pillarsuk It's as much hate speech as Allah o Akbar.,2
56,56,56,BurntOutCase,2022-09-19 01:47:34+00:00,360,74,1,1,,"And Aina you little dishonest journalist every single Jihadi terrorist says ""Allah hu Akbar"" before doing whatever peaceful things they do so if that should not be delegitimized as a valid Muslim religious innovation then ...",2
66,66,66,alok_bhatt,2022-09-21 02:01:10+00:00,51,21,1,0,,"2022: When Britishers &amp; Left liberal intelligentsia, riding propaganda from likes of @ainajkhan , managed to declare Jai Shri Ram as a war cry while mainstreaming Allah O Akbar!

Just imagine what all they would have done to our faith during 250 years of their rule; Just imagine!",2
