,Unnamed: 0.1,Unnamed: 0,User,Date Created,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes,Number of Views,Tweet,class
0,0,0,FKihamu,2023-02-17 21:04:36+00:00,4470,116,377,27,167579.0,"February 18th, this Man was born🙏🏻! Allah Akbar, Alhamdulillah for another year on earth💙 https://t.co/cGCCUCFIfr",2
1,1,1,ImtiazMadmood,2023-02-17 17:24:24+00:00,13375,2641,498,148,373613.0,"Karachi Police Headquarters:

The attackers and defenders are both shouting Allah hu Akbar.

Now calculate which side is Allah on.",2
2,2,2,RealAdeshina,2023-02-17 11:19:38+00:00,101,31,8,2,4022.0,"Allah Akbar! BAT can now stand straight, Tinubu can hold stick for many hours…. This is beautiful from our Milkano &amp; Obiediots guys… https://t.co/AzOt7ugYhF",2
3,3,3,RealBababanaras,2023-02-17 18:16:58+00:00,629,115,10,5,50936.0,"Attackers were shouting - Allah Hu Akbar

Security Forces were shouting - Allah Hu Akbar

Outside the encounter site, public were shouting - Allah Hu Akbar

We are just audience !

Don't bleed #Kashmir. Keep safe #Karachi.

Every player has different playing style

🌎 Is family https://t.co/xdUvUuLA3c",2
4,4,4,DuncanAbigaba,2023-02-19 18:30:46+00:00,146,8,18,1,16486.0,"IRANIAN FOOD; lamb leg, steamed rice, and green tea. This is the closest to African food you can find in Saint Petersburg. Also, Iranians are the most warm-hearted people I have found in this city. Very friendly and helpful people. Allah Akbar! https://t.co/tQfW049fCB",2
5,5,5,Serene_being,2023-02-20 01:38:13+00:00,856,157,16,6,17558.0,"I wish to spend some time alone in front of the Kabah when there aren't many people around so that I can freely talk to Allah, cry uncontrollably, look up and around, say Allahu Akbar, subhanallah, and Alhamdulillah, and then fall into sujood and cry my heart out once again. https://t.co/1cSkrScA9m",2
7,7,7,Vigo_Driver,2023-02-17 17:48:10+00:00,197,46,6,6,40605.0,"#BreakingNews
#Karachi

As per reports, SFs have killed all the terrorists and cleared the building. Soldiers chanting Allah ho Akbar can be  Heard from the roof top.
#Sindhpolice #TerrorAttack #SindhRangers #TTP #KPO https://t.co/nVhHUqoiaz",2
8,8,8,justujuuu,2023-02-18 21:37:10+00:00,81,16,6,0,3387.0,There's a storm brewing. Remain steadfast; the next few weeks are going to be tough and decisive. Allah u Akbar!,2
9,9,9,AndPakistani,2023-02-16 20:11:00+00:00,119,74,2,0,8007.0,"🚨People of Lahore reciting nar e takbeer outside Imran Khan’s house! Allah ho Akbar! Allah is with Khan sb. 
In shaa Allah all will be well🤲🏻

#Zaman_Park #زمان_پارک_پہنچو https://t.co/tNUfvAQ5U7",2
19,19,19,2_hodor,2023-02-17 17:47:48+00:00,269,21,3,0,2517.0,"@thepowerofpak Attacker shouting - Allah u Akbar
Police shouting - Allah u Akbar
Citizens Shouting - Allah u Akbar
Those dying - Allah u akbar
Politicians - Allah u akbar",2
20,20,20,AyassToure,2023-02-20 08:39:12+00:00,87,4,0,0,22966.0,@Al__Quraan The most noble of you in the sight of Allah is the most righteous among you. Allah Akbar,2
23,23,23,aaaniket2,2023-02-16 16:11:55+00:00,336,3,5,1,17250.0,"@MAJEDALKHELAIFI Inshallah
Bismillah
Allah hu Akbar

Somebody please tell me he's a reliable journalist/source i beg man",2
27,27,27,alifewithallah,2023-02-16 10:04:58+00:00,236,56,1,1,10495.0,"Allahu Akbar: A Magnificent Phrase

Allāhu Akbar is one of the most magnificent phrases a human being can ever utter. Allāhu Akbar is a declaration of Allah’s grandeur, and an affirmation of our submission to His majesty...",2
30,30,30,One_Dawah,2023-02-16 20:10:31+00:00,266,44,15,4,35111.0,"Perennialism is kufr akbar!
This Bait Ibrahimi is nothing more than a perennialistic idea.

The only religion accepted by Allah, is Islam! https://t.co/goclpZVBr7",2
36,36,36,WokePandemic,2023-02-18 04:43:49+00:00,116,14,2,1,2801.0,"Pakistan occupied Karachi will be free soon 

Allah Hu Akbar",2
62,62,62,AsadAToor,2023-02-17 17:52:50+00:00,305,83,17,9,25764.0,"#BREAKING: Advisor to CM #Sindh @murtazawahab1 announces that operation against terrorists in #Karachi police headquarter concludes and all 3 terrorists killed. Brave policemen chanting Allah o Akbar on the rooftop of police building, another sign of successful operation.",2
64,64,64,ZoyaAnwerNaqvi,2023-02-16 10:36:20+00:00,92,6,1,0,3923.0,"In words of my classmate, who witnessed a clash near Arts Lobby
""They were throwing stones at other group shouting Allah Ho Akbar, but the other group is also Muslim, why are they bringing Islam in their own fight?""
Mind you we were not some liberal arts kids out for discourse",2
72,72,72,Ahmed1Parveen,2023-02-15 05:48:22+00:00,172,11,2,0,8056.0,"@Majstar7 @One_NationUK SubahanAllah .. little girl is teaching us so many things. Her gratitude towards her helpers and her humbleness and her imaan . Allahu Akbar.. she is so articulate and so clearly expressing her thoughts and her bravery.. May Allah protect her, volunteers and donors on last day",2
79,79,79,alifewithallah,2023-02-16 10:04:58+00:00,73,19,0,0,2741.0,"We remind ourselves through Allāhu Akbar that Allah is the greatest over everything: in His essence, in His power, in His honour, and in His majesty. Allah is the King of kings unto whom everything is subservient.",2
94,94,0,la_Blacks,2023-02-21 23:07:26+00:00,309,58,2,8,7879.0,need i say more? https://t.co/Ie7kxYacB7,2
96,96,2,la_Blacks,2023-02-21 21:30:51+00:00,86,6,1,1,1998.0,i swear i will send you ten cases of the best wine of your choice directly from Italy if you give us what we have been waiting for for years https://t.co/aORV8MCkNr,2
97,97,3,Manny_Funes,2023-02-21 21:34:09+00:00,96,17,18,4,2514.0,"Perhaps, their last name is ""BLACKS""  

It's totally possible, 
right ?🤷‍♂️ https://t.co/lC3mSaKC28",2
99,99,5,niggy_stardust,2023-02-21 20:46:57+00:00,1227,52,31,7,192845.0,"pure sophistry. chattel slavery in the US was undergirded by a legal system premised on blackness as a permanent condition of disenfranchisement. free blacks, even slave owners weren’t considered citizens and as such had virtually no opportunities for upward social mobility",2
101,101,7,pr_conservative,2023-02-21 21:38:37+00:00,54,26,23,12,9305.0,"Bro!!! Now Biden said he grew up in a Polish neighborhood? I thought he grew up with blacks, then Puerto Ricans..
😂
Biden in Poland: ""... everybody in town was either Polish or Italian. I grew up feeling self-conscious my name didn’t end in an S-K-I or O""
#LyingBiden https://t.co/GVCYuU58vb",2
103,103,9,dondika3,2023-02-21 23:32:09+00:00,84,11,4,2,5034.0,Low self esteem like a MF. Nu Blacks like this idiot make my blood boil,2
105,105,11,grassfay,2023-02-21 21:52:40+00:00,51,0,8,0,3347.0,non blacks dni: the way y’all are moving makes me wonder if y’all don’t consider me dark skin,2
107,107,13,Nazboleon,2023-02-21 22:40:21+00:00,79,12,3,1,14963.0,"@RichardHanania Whay had Blacks failed to become ensnared in opioid addiction? CDC conclude ""Doctors didn't trust BIPOC not to abuse opioid, so they prescribed them painkillers at far lower rates than they did Whites""
A case where racial stereotypes had protective effects
https://t.co/9pxNqEEMVH https://t.co/CHlsv50ozW",2
110,110,16,monitoringbias,2023-02-21 23:41:07+00:00,271,15,6,0,10474.0,"When whites commit violence, blacks are the victims only 3.6% of the time. (By ""violence"" here we mean assault, robbery, and rape.)

With respect to murder, all races commit homicide mostly within their own race.",0
111,111,17,LTRNForever,2023-02-21 18:59:46+00:00,61,47,16,1,1301.0,Schools canceling honor classes for EQUITY? Blacks are under represented. My daughter is Asian and was in honor classes. It was bc she excelled PERIOD…,2
112,112,18,ClarkHat,2023-02-21 21:56:21+00:00,60,4,4,3,4273.0,"5/

This is not surprising, because this is about the single dumbest way to ""massage"" your taxes, and blacks are the lowest IQ demographic in the US.

The tweet thread kind of peters off here, but ""blacks get audited more than anyone else because they're -1 std dev"" sounds right.",2
113,113,19,KeneAkers,2023-02-21 19:39:44+00:00,563,259,56,32,24689.0,"I think it's despicable that whites in Mississippi want to be separate from Blacks, makes me think how many more think like this. Remember who made the first move. | Mississippi lawmakers seek a return to Jim Crow with a separate white system of justice. https://t.co/PbDDbjoPbj",2
115,115,21,niggy_stardust,2023-02-21 20:46:58+00:00,264,0,2,0,9756.0,insane figures and percentages being given for the amount of slaveholding free blacks in those replies. i wonder where all this data is coming from? reputable scholarship &amp; not racist facebook memes i’m sure,2
119,119,25,echoteia,2023-02-21 21:01:22+00:00,101,19,2,2,4503.0,This not even new blacks or “i wasn’t black enough for the black kids” blacks but a third more sinister and divorced from their own culture thing.,0
120,120,26,ClarkHat,2023-02-21 21:54:55+00:00,68,3,1,0,1817.0,"4/

twelve tweets in and we learn that blacks are far more likely than anyone else to under report their income (which is to say ""tell very very stupid lies that the government can catch trivially bc of paperwork filed by employers"")",2
124,124,30,ClarkHat,2023-02-21 21:58:51+00:00,55,5,1,0,2132.0,"6/

full paper here

https://t.co/J5NeNbxMVF

title ""Measuring and Mitigating Racial Disparities in Tax Audits""

why in fuck would we want to MITIGATE this?

If low-IQ blacks are filing fake tax returns in order to get checks from decent citizens, MITIGATION is last thing we want",2
126,126,32,YourFriendDubs,2023-02-21 23:25:52+00:00,66,3,0,0,1487.0,@Klaus_Arminius It makes a lot more sense when you realize that blacks are narcissists. Both in the individual and tribal sense.,2
127,127,33,stillnotziora,2023-02-21 23:41:18+00:00,231,3,2,0,3495.0,@jjmastermind @WoahMarley_ acting like we were crazy for covering their cameras…niggas wanted their 5 minutes of fame so bad whole time they’re gonna post the video titled “angry HBCU blacks”😭😭🐒,1
128,128,34,Lamar2Zay,2023-02-21 23:46:48+00:00,81,0,1,0,705.0,@KingOfThorns1st @RGameScreenshot @DiscussingFilm “Blacks” is so crazy to me,2
